from,to,datetime_stamp,call_duration,status,source_department,destination_department,call_type,rate_per_min,cost
489,304,2026-04-03 02:05:55,130,pickedup,Finance,IT,Internal,0.5,1.08
395,421,2026-04-26 09:32:12,65,pickedup,Transport,Finance,Internal,0.5,0.54
356,469,2026-03-09 17:36:13,1669,pickedup,IT,Manufacturing,Internal,0.5,13.91
327,374,2026-07-04 22:55:55,789,pickedup,Transport,Finance,Internal,0.5,6.58
431,402,2026-01-04 23:53:44,1651,pickedup,Manufacturing,IT,Internal,0.5,13.76
362,314,2026-08-10 09:30:16,0,notpickedup,Transport,Marketing,Internal,0.5,0.0
380,394,2026-05-29 11:24:32,624,pickedup,Transport,Manufacturing,Internal,0.5,5.2
340,353,2026-06-24 06:17:43,217,pickedup,IT,Finance,Internal,0.5,1.81
392,416,2026-02-22 02:29:15,759,pickedup,Transport,Finance,Internal,0.5,6.33
307,350,2026-01-20 06:01:04,680,pickedup,Transport,Transport,Internal,0.5,5.67
447,426,2026-07-16 10:56:29,1312,pickedup,Finance,Marketing,Internal,0.5,10.93
396,349,2026-03-29 12:33:31,1188,pickedup,Marketing,Marketing,Internal,0.5,9.9
439,396,2026-03-26 09:54:05,858,pickedup,IT,Marketing,Internal,0.5,7.15
471,401,2026-06-14 07:36:55,654,pickedup,IT,Marketing,Internal,0.5,5.45
496,362,2026-01-03 12:31:45,1556,pickedup,Transport,Transport,Internal,0.5,12.97
450,391,2026-01-21 17:58:54,0,notpickedup,Transport,Finance,Internal,0.5,0.0
303,416,2026-04-17 22:03:45,0,engaged,Marketing,Finance,Internal,0.5,0.0
328,350,2026-08-06 17:31:29,239,pickedup,Transport,Transport,Internal,0.5,1.99
326,327,2026-03-07 07:14:49,1342,pickedup,Finance,Transport,Internal,0.5,11.18
390,331,2026-04-21 05:34:08,1519,pickedup,Manufacturing,Marketing,Internal,0.5,12.66
366,400,2026-02-01 07:08:44,1595,pickedup,Manufacturing,Marketing,Internal,0.5,13.29
377,340,2026-07-03 07:15:33,425,pickedup,Marketing,IT,Internal,0.5,3.54
481,469,2026-02-02 10:24:26,0,notpickedup,IT,Manufacturing,Internal,0.5,0.0
314,428,2026-02-15 22:56:28,0,notpickedup,Marketing,Marketing,Internal,0.5,0.0
421,314,2026-01-07 14:46:47,0,notpickedup,Finance,Marketing,Internal,0.5,0.0
500,413,2026-02-20 11:01:59,637,pickedup,Finance,Transport,Internal,0.5,5.31
366,413,2026-04-05 23:15:59,1601,pickedup,Manufacturing,Transport,Internal,0.5,13.34
471,357,2026-03-08 09:02:46,1455,pickedup,IT,Manufacturing,Internal,0.5,12.12
343,374,2026-06-21 11:37:28,1328,pickedup,Manufacturing,Finance,Internal,0.5,11.07
413,443,2026-01-19 15:47:47,1750,pickedup,Transport,Marketing,Internal,0.5,14.58
431,403,2026-03-10 10:23:16,925,pickedup,Manufacturing,IT,Internal,0.5,7.71
456,362,2026-01-03 11:04:31,0,notpickedup,Finance,Transport,Internal,0.5,0.0
422,319,2026-03-10 12:48:12,0,notpickedup,Transport,IT,Internal,0.5,0.0
428,350,2026-06-21 01:54:06,588,pickedup,Marketing,Transport,Internal,0.5,4.9
422,326,2026-07-19 17:58:35,0,engaged,Transport,Finance,Internal,0.5,0.0
363,374,2026-03-14 18:19:22,0,notpickedup,Transport,Finance,Internal,0.5,0.0
447,351,2026-07-19 07:44:48,367,pickedup,Finance,Manufacturing,Internal,0.5,3.06
428,365,2026-01-19 12:16:59,1558,pickedup,Marketing,Transport,Internal,0.5,12.98
440,396,2026-04-06 09:25:48,1766,pickedup,IT,Marketing,Internal,0.5,14.72
389,439,2026-06-19 08:18:22,0,notpickedup,IT,IT,Internal,0.5,0.0
374,303,2026-05-04 14:03:40,1133,pickedup,Finance,Marketing,Internal,0.5,9.44
500,360,2026-05-20 05:30:00,1658,pickedup,Finance,IT,Internal,0.5,13.82
303,342,2026-05-02 15:47:56,955,pickedup,Marketing,Finance,Internal,0.5,7.96
307,403,2026-05-10 08:45:38,874,pickedup,Transport,IT,Internal,0.5,7.28
440,392,2026-02-01 06:01:24,1701,pickedup,IT,Transport,Internal,0.5,14.18
388,408,2026-03-01 15:04:52,713,pickedup,Transport,IT,Internal,0.5,5.94
439,314,2026-03-05 22:28:54,59,pickedup,IT,Marketing,Internal,0.5,0.49
364,374,2026-08-11 16:03:42,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
326,421,2026-04-13 22:27:48,1147,pickedup,Finance,Finance,Internal,0.5,9.56
351,495,2026-05-01 18:38:13,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
443,303,2026-04-08 20:35:21,513,pickedup,Marketing,Marketing,Internal,0.5,4.28
475,357,2026-05-26 09:45:16,0,notpickedup,Finance,Manufacturing,Internal,0.5,0.0
353,479,2026-04-09 05:35:36,485,pickedup,Finance,Manufacturing,Internal,0.5,4.04
437,430,2026-01-17 03:48:14,0,engaged,Finance,IT,Internal,0.5,0.0
455,388,2026-03-01 14:13:02,1559,pickedup,IT,Transport,Internal,0.5,12.99
430,482,2026-05-06 00:02:48,0,notpickedup,IT,IT,Internal,0.5,0.0
416,365,2026-05-08 14:34:46,0,engaged,Finance,Transport,Internal,0.5,0.0
348,343,2026-06-07 08:38:13,1619,pickedup,Manufacturing,Manufacturing,Internal,0.5,13.49
343,500,2026-02-04 23:57:05,1430,pickedup,Manufacturing,Finance,Internal,0.5,11.92
353,313,2026-01-11 16:34:38,1594,pickedup,Finance,Finance,Internal,0.5,13.28
342,395,2026-06-27 21:01:58,0,engaged,Finance,Transport,Internal,0.5,0.0
339,491,2026-05-20 00:31:53,0,notpickedup,Marketing,Manufacturing,Internal,0.5,0.0
456,421,2026-06-09 21:22:27,392,pickedup,Finance,Finance,Internal,0.5,3.27
371,430,2026-01-13 13:06:14,0,engaged,IT,IT,Internal,0.5,0.0
320,326,2026-02-25 03:32:43,1011,pickedup,Manufacturing,Finance,Internal,0.5,8.43
428,364,2026-04-14 01:42:57,445,pickedup,Marketing,Manufacturing,Internal,0.5,3.71
396,440,2026-08-03 14:32:49,1572,pickedup,Marketing,IT,Internal,0.5,13.1
408,391,2026-01-15 08:37:29,0,notpickedup,IT,Finance,Internal,0.5,0.0
326,339,2026-02-26 12:46:38,129,pickedup,Finance,Marketing,Internal,0.5,1.07
360,328,2026-01-27 13:44:25,0,engaged,IT,Transport,Internal,0.5,0.0
388,427,2026-03-10 17:13:21,514,pickedup,Transport,Manufacturing,Internal,0.5,4.28
437,422,2026-02-01 07:00:36,515,pickedup,Finance,Transport,Internal,0.5,4.29
326,327,2026-01-19 06:52:55,529,pickedup,Finance,Transport,Internal,0.5,4.41
318,430,2026-04-08 23:45:10,0,engaged,Transport,IT,Internal,0.5,0.0
314,303,2026-06-29 22:31:04,1253,pickedup,Marketing,Marketing,Internal,0.5,10.44
320,371,2026-06-16 07:39:35,1741,pickedup,Manufacturing,IT,Internal,0.5,14.51
466,416,2026-05-16 06:52:25,236,pickedup,Transport,Finance,Internal,0.5,1.97
353,437,2026-07-20 07:57:47,1134,pickedup,Finance,Finance,Internal,0.5,9.45
